day,hours,clusterid,pageresponselatency,pagedisplaysuccessratio,pagedisplaylatency,downlinkthroughput,webbrowsingqoe
6/3/2024,0,C1-CBPU1202,192.11,0,0,1407.91,57.25
6/3/2024,0,C1-CHAV1203,61.6,0,0,80.11,51.25
6/3/2024,0,C1-CKAM1202,936.24,0,0,370.47,44.03
6/3/2024,0,C1-CKHN1202,713.14,0,0,746.2,49.29
6/3/2024,0,C1-CKRK1202,82.69,100,0,191.34,93.11
6/3/2024,0,C1-CLHE1207,221.99,100,0,885.09,96.23
6/3/2024,0,C1-CLHE1210,375.19,100,0,904.57,94.23
6/3/2024,0,C1-CLHE1229,687.03,0,0,855.72,49.96
6/3/2024,0,C1-CLHE1234,199.61,0,0,958.01,56.68
6/3/2024,0,C1-CLHE1235,118.09,0,0,882.3,57.61
6/3/2024,0,C1-CLHE1238,210.48,0,0,778.36,56.09
6/3/2024,0,C1-CLHE1239,262.37,0,0,841.15,55.58
6/3/2024,0,C1-CLHE1242,241.66,0,0,647.8,55.19
6/3/2024,0,C1-CLHE1244,462.36,0,0,771.77,52.72
6/3/2024,0,C1-CLHE1245,2255.89,91.67,0,798.86,65.55
6/3/2024,0,C1-CNKN1201,98.55,0,0,1217.14,58.37
6/3/2024,0,C1-COKR1204,221.69,0,0,312.85,52.94
6/3/2024,0,C1-CRKH1202,278.02,64.29,0,245.23,77.04
6/3/2024,0,C1-CSRA1207,1198.63,0,0,539.57,41.86
6/3/2024,0,C1-CSWL1208,547.5,0,0,921.23,51.97
6/3/2024,0,C1-CSWL1209,940.48,0,0,2683.94,47.46
6/3/2024,0,C1-FARW1204,1721.27,0,0,1100.41,36.61
6/3/2024,0,C1-FBRW1202,648.87,0,0,252.92,46.49
6/3/2024,0,C1-FCCW1202,371.53,100,0,1049.21,94.54
6/3/2024,0,C1-FKSW1201,705.75,100,0,1340.85,90.37
6/3/2024,0,C1-FPKT1202,342.74,0,0,2147.05,55.41
6/3/2024,0,C2-CSFD1202,68.92,0,0,74.32,51.02
6/3/2024,0,C2-FBHL1203,365.39,100,0,777.93,94.03
6/3/2024,0,C2-FBHR1203,214.29,100,0,1060.18,96.65
6/3/2024,0,C2-FCHN1204,179.3,0,0,945.04,56.92
6/3/2024,0,C2-FCHN1205,1544.65,0,0,971.61,38.77
6/3/2024,0,C2-FFSD1210,641.47,0,0,748.78,50.25
6/3/2024,0,C2-FFSD1212,217.42,0,0,999.74,56.51
6/3/2024,0,C2-FFSD1213,153,0,0,856.04,57.08
6/3/2024,0,C2-FFSD1214,439.31,100,0,971.59,93.51
6/3/2024,0,C2-FFSD1219,913.12,0,0,699.74,46.45
6/3/2024,0,C2-FFSD1220,894.7,0,0,865.46,47.21
6/3/2024,0,C2-FFSD1221,752.87,0,0,733.5,48.71
6/3/2024,0,C2-FJRW1203,296.88,0,0,605.59,54.25
6/3/2024,0,C2-FJRW1204,303.12,100,0,3398.17,95.96
6/3/2024,0,C2-FKHB1205,289.12,43.14,0,2138.45,73.38
6/3/2024,0,C2-FKML7201,268.46,100,0,759.18,95.26
6/3/2024,0,C2-FKMN7201,338.87,0,0,670.16,53.99
6/3/2024,0,C2-FMNW1206,154.54,0,0,770.34,56.81
6/3/2024,0,C2-FPML1201,666.86,100,0,646.96,89.51
6/3/2024,0,C2-FSGD1204,803.96,0,0,772.42,48.16
6/3/2024,0,C2-FSGD1206,255.45,100,0,1011.4,96.03
6/3/2024,0,C2-FSGD1209,335.41,0,0,1401.19,55.34
6/3/2024,0,C2-FSGL1203,781.83,0,0,816.27,48.59
6/3/2024,0,C2-FSHK1201,207.77,100,0,674.03,95.75
6/3/2024,0,C2-FSHN1201,439.74,0,0,2547.73,54.13
6/3/2024,0,C2-FSMN7202,282.19,95,0,815.15,93.25
6/3/2024,0,C2-FSWI7201,1120.17,0,0,774.21,43.95
6/3/2024,0,C2-FTDA1201,300,0,0,1654.11,55.91
6/3/2024,0,C2-FTTS1203,462.83,0,0,472.22,51.21
6/3/2024,0,C2-FTTS1204,329.97,100,0,929.36,94.88
6/3/2024,0,C3-FAPR1201,176.67,0,0,914.91,56.9
6/3/2024,0,C3-FBKR1202,256.93,0,0,1011.59,56.01
6/3/2024,0,C3-FBKR1203,319.79,100,0,1645.14,95.64
6/3/2024,0,C3-FBWP1201,426.5,0,0,506.07,51.94
6/3/2024,0,C3-FBWP1203,242.97,0,0,153.55,50.32
6/3/2024,0,C3-FCHM4202,123.5,0,0,813.11,57.36
6/3/2024,0,C3-FCKA1202,362.36,0,0,294.7,50.85
6/3/2024,0,C3-FCSS1203,870.83,0,0,472.25,45.77
6/3/2024,0,C3-FDGK1204,359.56,100,0,783.53,94.12
6/3/2024,0,C3-FDKN1201,162.41,0,0,232.1,52.68
6/3/2024,0,C3-FDNY1201,221.04,0,0,49.25,48.4
6/3/2024,0,C3-FFAB1201,425.29,0,0,770.19,53.2
6/3/2024,0,C3-FFTP1202,551.58,0,0,1505.04,52.51
6/3/2024,0,C3-FJAM1202,200.5,0,0,1276.41,57.06
6/3/2024,0,C3-FJAN1202,728.15,0,0,776.25,49.19
6/3/2024,0,C3-FJNG1208,242.43,0,0,515.24,54.45
6/3/2024,0,C3-FJNG1210,235.3,0,0,562.09,54.84
6/3/2024,0,C3-FJNG1211,1581.23,0,0,511.18,36.58
6/3/2024,0,C3-FJNG1212,793.92,100,0,1096.97,88.97
6/3/2024,0,C3-FJNG1213,558.84,0,0,1612.81,52.45
6/3/2024,0,C3-FJPW1203,1361.2,100,0,1054.84,81.35
6/3/2024,0,C3-FKAD1203,202.77,100,0,658.68,95.75
6/3/2024,0,C3-FKBW1204,145.64,0,0,1435.96,57.89
6/3/2024,0,C3-FKCT1201,248.4,72.22,0,957.32,84.91
6/3/2024,0,C3-FKHT4201,237.01,0,0,839.93,55.92
6/3/2024,0,C3-FLOD1204,398.04,96.72,0,2137.83,93.36
6/3/2024,0,C3-FLYA1203,257.3,0,0,1044.33,56.05
6/3/2024,0,C3-FMCN1202,318.69,100,0,885.58,94.94
6/3/2024,0,C3-FMLC4201,97.04,100,0,488.56,96.21
6/3/2024,0,C3-FMUX1214,346.87,0,0,857.39,54.5
6/3/2024,0,C3-FMUX1215,212.65,100,0,875.33,96.33
6/3/2024,0,C3-FMZG1201,918.9,80,0,1054.62,79.24
6/3/2024,0,C3-FPLN1202,1080.84,100,0,574.9,83.63
6/3/2024,0,C3-FRJK1201,306.73,0,0,804.22,54.89
6/3/2024,0,C3-FRJN1203,114.77,0,0,11.33,48.84
6/3/2024,0,C3-FSHD1201,0,0,0,73.32,51.92
6/3/2024,0,C3-FSKT1202,545.94,0,0,856.03,51.84
6/3/2024,0,C3-FSSD1202,1178.3,100,0,673.39,82.81
6/3/2024,0,C3-FSUJ1201,853.8,0,0,628.81,46.94
6/3/2024,0,C3-FTBS1201,128.93,0,0,345.05,54.53
6/3/2024,0,C3-FTSA1206,210.15,0,0,412.63,54.1
6/3/2024,0,C3-FVHR4204,117.18,0,0,417.75,55.39
6/3/2024,0,C3-FVHR4205,245.18,0,0,1249.32,56.44
6/3/2024,0,C3-FYZM1201,730.79,0,0,478.14,47.69
6/3/2024,0,C3-FYZM1202,114.7,0,0,547.1,56.36
6/3/2024,0,C4-CAPC1201,374.94,0,0,1653.79,54.91
6/3/2024,0,C4-CDNG1202,199.81,96.34,0,1221.36,95.56
6/3/2024,0,C4-CDSK1202,1348.56,0,0,1317.81,41.78
6/3/2024,0,C4-CDSK1203,1638.5,0,0,187.73,32.31
6/3/2024,0,C4-CGJT1207,493.54,0,0,1612.52,53.32
6/3/2024,0,C4-CGJT1208,191.27,100,0,1409.92,97.27
6/3/2024,0,C4-CGUJ1207,812.38,0,0,863.47,48.3
6/3/2024,0,C4-CGUJ1209,481.31,0,0,452.26,50.82
6/3/2024,0,C4-CGUJ1210,605.99,0,0,656.6,50.37
6/3/2024,0,C4-CKHR1202,182.59,98.74,0,1003.61,96.48
6/3/2024,0,C4-CLMA1201,173.8,97.65,0,1488.5,96.6
6/3/2024,0,C4-CMBD1201,283.84,97.87,0,951.32,94.69
6/3/2024,0,C4-CMBD1202,185.37,0,0,959.38,56.87
6/3/2024,0,C4-CNWL1202,1505.95,0,0,1066.82,39.43
6/3/2024,0,C4-CNWL1204,489.33,0,0,85.28,45.66
6/3/2024,0,C4-CPBN1202,1491.56,0,0,873.91,39.27
6/3/2024,0,C4-CPHA1201,108.41,0,0,1398.68,58.36
6/3/2024,0,C4-CPSR1204,835,0,0,73.49,40.79
6/3/2024,0,C4-CQDS1202,522.24,100,0,946.69,92.35
6/3/2024,0,C4-CSAM1202,292.13,0,0,815.11,55.11
6/3/2024,0,C4-CSLT1204,1656.99,0,0,511.06,35.56
6/3/2024,0,C4-CSLT1208,485.9,0,0,702.16,52.16
6/3/2024,0,C4-CSLT1212,1004.48,0,0,761.41,45.45
6/3/2024,0,C4-CSLT1214,1521.31,0,0,963.66,39.07
6/3/2024,0,C4-CWZD1201,1122.8,100,0,659.34,83.49
6/3/2024,0,N1-NBGH1201,515.3,87.8,0,1123.54,87.84
6/3/2024,0,N1-NBHM1201,297,93.34,0,1504.47,93.24
6/3/2024,0,N1-NCSI1203,373.53,96.28,0,1200.94,93.2
6/3/2024,0,N1-NCSS1203,151.82,93.12,0,1405.8,95.04
6/3/2024,0,N1-NCWL1202,162.3,95.19,0,1451.88,95.75
6/3/2024,0,N1-NDHR1202,334.18,93.42,0,1392.72,92.72
6/3/2024,0,N1-NDNA1202,163.77,94.92,0,1218.71,95.47
6/3/2024,0,N1-NFTJ1201,258.88,93.76,0,1275.16,93.78
6/3/2024,0,N1-NGKN1202,177.37,91.59,0,1186.75,93.92
6/3/2024,0,N1-NHAJ1201,359.82,88.02,0,1174.99,90.05
6/3/2024,0,N1-NHTB1201,300.28,92.79,0,1482.6,92.96
6/3/2024,0,N1-NISB1203,221.26,93.62,0,837.15,93.57
6/3/2024,0,N1-NISB1206,272.91,94.18,0,692.23,92.63
6/3/2024,0,N1-NJLM1203,166.11,93.88,0,1430.36,95.16
6/3/2024,0,N1-NKLI1201,347.36,84.51,0,1214.54,88.85
6/3/2024,0,N1-NKRT1202,365.19,94.48,0,1246.5,92.63
6/3/2024,0,N1-NKTA1202,224.16,92.57,0,924.83,93.31
6/3/2024,0,N1-NKYL5201,440.03,96.33,0,1409.67,92.48
6/3/2024,0,N1-NMAK1201,501.51,94.89,0,1011.01,90.7
6/3/2024,0,N1-NMAK1202,462.99,90.18,0,1215.64,89.58
6/3/2024,0,N1-NPDK1201,169.05,96.01,0,1289.82,95.89
6/3/2024,0,N1-NPLD1201,343.28,97.25,0,1395.13,94.13
6/3/2024,0,N1-NQML1205,280.12,95.12,0,1144.09,93.92
6/3/2024,0,N1-NQML1206,326.82,94.57,0,1151.31,93.09
6/3/2024,0,N1-NRWK1201,454.47,92.51,0,1326.99,90.71
6/3/2024,0,N1-NRWP1201,258.52,97.18,0,733.98,94.18
6/3/2024,0,N1-NRWP1208,242.01,94.96,0,801.23,93.73
6/3/2024,0,N1-NRWP1211,327.92,94.73,0,635.62,91.87
6/3/2024,0,N1-NRWP1212,225.77,91.56,0,803.12,92.59
6/3/2024,0,N1-NRWP1214,231.03,87.88,0,781.55,90.98
6/3/2024,0,N1-NRWP1217,283.58,94.99,0,634.61,92.56
6/3/2024,0,N1-NRWP1218,218,93.59,0,925.32,93.8
6/3/2024,0,N1-NSAL1203,178.56,93.76,0,1202.75,94.79
6/3/2024,0,N1-NSNA1202,341.16,87.04,0,1136.67,89.87
6/3/2024,0,N1-NTAG1204,154.34,99.44,0,1767.9,97.65
6/3/2024,0,N1-NTRL1201,285.65,95.19,0,642.15,92.65
6/3/2024,0,N2-NBES1202,667.58,79.78,0,645.51,81.41
6/3/2024,0,N2-NBRI1201,297.81,91.05,0,545.29,90.32
6/3/2024,0,N2-NBTG1202,277.34,97.65,0,1005.69,94.78
6/3/2024,0,N2-NCBH1201,357.41,98.36,0,713.97,93.26
6/3/2024,0,N2-NCHT1203,959.29,94.1,0,778.96,83.75
6/3/2024,0,N2-NCHT1204,978.98,94.57,0,847.16,83.87
6/3/2024,0,N2-NCHT1205,549.88,98.29,0,972.5,91.35
6/3/2024,0,N2-NCKD1201,275.27,93.07,0,630.78,91.89
6/3/2024,0,N2-NCLS1201,960.77,100,0,280.1,82.69
6/3/2024,0,N2-NDIR1201,665.12,87.13,0,1021.74,85.43
6/3/2024,0,N2-NDIR1202,621.78,96.02,0,1016.17,89.56
6/3/2024,0,N2-NDSU1201,488.94,100,0,269.41,88.84
6/3/2024,0,N2-NGHU1201,242.21,94.32,0,1043.83,93.98
6/3/2024,0,N2-NGIL1201,781.77,97.53,0,416.71,85.53
6/3/2024,0,N2-NHAL1201,224.02,93.78,0,984.31,93.91
6/3/2024,0,N2-NHRI1201,235.9,95.98,0,979.17,94.62
6/3/2024,0,N2-NHUN1203,720.51,82.09,0,361.16,79.65
6/3/2024,0,N2-NKDU1202,327.44,97.66,0,409.4,91.58
6/3/2024,0,N2-NKKA1201,349.15,94.29,0,564.07,91.04
6/3/2024,0,N2-NMDI1201,279.86,97.81,0,915.56,94.65
6/3/2024,0,N2-NMDY1201,352.19,92.4,0,517.53,89.96
6/3/2024,0,N2-NMND1201,315.54,93.1,0,766.35,91.9
6/3/2024,0,N2-NMTA1201,321.18,95.77,0,500.01,91.61
6/3/2024,0,N2-NOGH1201,254.36,93.37,0,927.37,93.24
6/3/2024,0,N2-NPTN1201,497.78,92.5,0,445.65,87.54
6/3/2024,0,N2-NSHA1202,655.96,93.82,0,843,87.87
6/3/2024,0,N2-NSKI1201,291.45,94.91,0,852.39,93.19
6/3/2024,0,N2-NSWT1201,355.55,94.91,0,468.51,90.58
6/3/2024,0,N2-NSWT1202,233.3,94.04,0,761.27,93.35
6/3/2024,0,N2-NTAX1201,208.81,96.47,0,1033.75,95.27
6/3/2024,0,N2-NTKT1201,299.03,95.08,0,850.42,93.15
6/3/2024,0,N2-NTMG7201,325.54,96.1,0,669.62,92.6
6/3/2024,0,N3-NBAY1201,284.19,97.33,0,711.76,93.82
6/3/2024,0,N3-NBNE1201,380.11,96.12,0,1062.37,92.89
6/3/2024,0,N3-NBNN1202,158.08,95.82,0,2059.57,96.19
6/3/2024,0,N3-NCGY1201,207.27,94.27,0,1072.39,94.47
6/3/2024,0,N3-NCHD1203,230.01,88.32,0,1360.17,92.05
6/3/2024,0,N3-NDBN4203,498.31,0,0,702.95,52
6/3/2024,0,N3-NDGI1201,210.45,92.8,0,1064.83,93.83
6/3/2024,0,N3-NDIK1201,285.73,100,0,821.42,95.22
6/3/2024,0,N3-NDIK1207,603.89,100,0,1001.85,91.36
6/3/2024,0,N3-NDIK1208,452.64,0,0,750.23,52.77
6/3/2024,0,N3-NHNG1202,339.17,98.35,0,928.56,94.1
6/3/2024,0,N3-NJRA1201,193.53,95.69,0,1091.75,95.24
6/3/2024,0,N3-NKMR1203,231.91,90.62,0,1158.35,92.78
6/3/2024,0,N3-NKRK1202,204.25,95.14,0,1253.03,95.05
6/3/2024,0,N3-NLDK1201,209.9,96.32,0,1095.94,95.28
6/3/2024,0,N3-NLHT1201,264.8,86.27,0,1088.93,90.52
6/3/2024,0,N3-NLKM1201,144.46,79.43,0,1852.62,89.79
6/3/2024,0,N3-NLKM1203,246.72,88.73,0,1143.09,91.81
6/3/2024,0,N3-NMAG1202,426.33,95.86,0,544.77,90.53
6/3/2024,0,N3-NMDN1201,239.17,93.94,0,1063.38,93.9
6/3/2024,0,N3-NMDN1204,209.71,96.24,0,1168.9,95.34
6/3/2024,0,N3-NNOW1201,286.45,97.28,0,806.31,94.08
6/3/2024,0,N3-NOHT1207,183.45,97.91,0,1402.06,96.53
6/3/2024,0,N3-NPAB1201,222.03,96.92,0,1245.65,95.51
6/3/2024,0,N3-NPCH1201,349.69,100,0,586.91,93.45
6/3/2024,0,N3-NPEW1202,285.84,94.4,0,990.47,93.35
6/3/2024,0,N3-NPEW1210,271.36,95.15,0,896.22,93.65
6/3/2024,0,N3-NPHR1202,364.87,94.29,0,1340.16,92.63
6/3/2024,0,N3-NPIR1201,321.25,78.07,0,959.05,86.29
6/3/2024,0,N3-NRSP1201,303.05,94.01,0,928.26,92.84
6/3/2024,0,N3-NSQD1201,203.97,93.99,0,1247.22,94.58
6/3/2024,0,N3-NTBI1201,206.89,95.68,0,1000.37,94.93
6/3/2024,0,N3-NTGI1201,158.91,92.18,0,1057.97,94.25
6/3/2024,0,N3-NTNK1201,171.96,94.22,0,1231.64,95.09
6/3/2024,0,S1-SCMN1202,1394.23,0,0,124.35,34.41
6/3/2024,0,S1-SDAL1202,313.83,0,0,192.28,50.04
6/3/2024,0,S1-SDAY1201,554.46,0,0,741.38,51.39
6/3/2024,0,S1-SDMJ1201,560.82,0,0,531.4,50.31
6/3/2024,0,S1-SDUK1202,263.14,0,0,108.8,49.18
6/3/2024,0,S1-SHUB1202,796.77,0,0,621.14,47.66
6/3/2024,0,S1-SKHI1201,1326.08,0,0,509.11,39.96
6/3/2024,0,S1-SKHI1221,434.3,100,0,814.05,93.22
6/3/2024,0,S1-SKHI1228,1127.9,0,0,527.51,42.73
6/3/2024,0,S1-SKHI1232,385.53,100,0,573.25,92.9
6/3/2024,0,S1-SKHI1235,988.86,100,0,771.22,85.69
6/3/2024,0,S1-SKHI1241,585.79,0,0,646.49,50.59
6/3/2024,0,S1-SKHI1243,200.43,60,0,173.37,75.24
6/3/2024,0,S1-SKHI1244,357.48,0,0,838.04,54.31
6/3/2024,0,S1-SKHI1245,569.67,0,0,943.12,51.71
6/3/2024,0,S1-SKHI1248,668.08,0,0,651.69,49.52
6/3/2024,0,S1-SKHI1251,396.88,100,0,898.91,93.93
6/3/2024,0,S1-SKHI1253,576.7,0,0,471.15,49.69
6/3/2024,0,S1-SKHI1254,964.03,0,0,1416.87,46.97
6/3/2024,0,S1-SKHI1255,217.73,100,0,363.62,93.54
6/3/2024,0,S1-SKHI1256,693.51,0,0,513.05,48.42
6/3/2024,0,S1-SKHI1257,251.17,0,0,1041.21,56.13
6/3/2024,0,S1-SKHI1258,750.53,100,0,463.63,87.31
6/3/2024,0,S1-SKHI1259,404.06,100,0,565.42,92.6
6/3/2024,0,S1-SKHI1260,230.89,100,0,4298.35,96.92
6/3/2024,0,S1-SKHI1261,460.73,0,0,706.54,52.51
6/3/2024,0,S1-SKHI1262,192.15,0,0,837.52,56.51
6/3/2024,0,S1-SKHI5219,226.39,0,0,1001.13,56.4
6/3/2024,0,S1-SKHI5220,314.49,0,0,105.73,48.43
6/3/2024,0,S1-SKHZ7201,331.72,0,0,566.48,53.57
6/3/2024,0,S1-SKLT5201,346.84,0,0,0,45.43
6/3/2024,0,S1-SLRI7201,944.48,100,0,622.01,85.7
6/3/2024,0,S1-SMST5201,412.06,100,0,508.96,92.15
6/3/2024,0,S1-SNAS7201,848.07,0,0,35.12,39.69
6/3/2024,0,S1-SNKI1201,522.63,0,0,366.8,49.51
6/3/2024,0,S1-SNKI7201,444.26,0,0,1281.62,53.81
6/3/2024,0,S1-SQSU5201,384.54,0,0,479.12,52.31
6/3/2024,0,S1-SRIB1201,1567.27,100,0,141.23,72.43
6/3/2024,0,S1-SSBI1202,500.48,0,0,303.94,49.12
6/3/2024,0,S1-STRB1201,818.42,0,0,375.39,45.65
6/3/2024,0,S1-SUET1207,252.15,0,0,130.96,49.77
6/3/2024,0,S1-SUET1209,460.51,100,0,833.54,92.92
6/3/2024,0,S1-SUET1210,3141.5,0,0,52.19,9.53
6/3/2024,0,S1-SUET1212,636.3,100,0,595.7,89.67
6/3/2024,0,S1-SUET1213,674.92,0,0,629.7,49.33
6/3/2024,0,S1-SUTH5201,420.37,0,0,810.87,53.39
6/3/2024,0,S1-SZHB1201,306.83,0,0,103.02,48.48
6/3/2024,0,S2-FKBL4201,220.11,0,0,328.45,53.14
6/3/2024,0,S2-FKHN1202,204.41,100,0,94.45,89.66
6/3/2024,0,S2-FLQT7201,998.22,0,0,651.37,45.12
6/3/2024,0,S2-SADU1201,269.21,0,0,208.04,50.89
6/3/2024,0,S2-SBDN1202,2406.99,0,0,540.56,25.75
6/3/2024,0,S2-SDGR1201,566.44,100,0,1054.39,91.94
6/3/2024,0,S2-SDKI1201,501.26,0,0,401.11,50.12
6/3/2024,0,S2-SGOL1202,611.34,0,0,96.74,44.28
6/3/2024,0,S2-SHAL5201,140.77,100,0,1379.65,97.92
6/3/2024,0,S2-SHDD1204,1644.32,100,0,1780.05,78.01
6/3/2024,0,S2-SHDD1206,389.97,100,0,1056.11,94.3
6/3/2024,0,S2-SHDD1207,2190.53,100,0,540.65,68.64
6/3/2024,0,S2-SHDD1208,582.19,0,0,219.35,46.89
6/3/2024,0,S2-SILK1201,384.36,0,0,136.01,48.11
6/3/2024,0,S2-SJCB1202,0,0,0,101.9,52.54
6/3/2024,0,S2-SKHP1201,310.57,88.89,0,1085.41,90.95
6/3/2024,0,S2-SKHR1203,140.68,0,0,780.4,57.03
6/3/2024,0,S2-SKND5201,2471.61,0,0,391.99,23.76
6/3/2024,0,S2-SKNS1201,650.49,0,0,49.99,42.69
6/3/2024,0,S2-SKSM7201,301.55,0,0,705.49,54.63
6/3/2024,0,S2-SKUN1203,227.14,0,0,807.06,55.96
6/3/2024,0,S2-SLAR1202,786.32,100,0,372.16,86.05
6/3/2024,0,S2-SLAR1204,747.38,100,0,2085.51,90.01
6/3/2024,0,S2-SLAR1205,127.79,0,0,862.6,57.43
6/3/2024,0,S2-SMBP1202,261.99,0,0,1500.34,56.36
6/3/2024,0,S2-SMEH1201,1829.34,0,0,257.71,30.81
6/3/2024,0,S2-SMIT1201,726.47,0,0,302.24,46.08
6/3/2024,0,S2-SMOR1204,100.87,0,0,57.37,50.2
6/3/2024,0,S2-SMPK1202,493.17,0,0,669.6,51.93
6/3/2024,0,S2-SNAU1201,599.33,0,0,50.36,43.38
6/3/2024,0,S2-SPAK1201,339.79,0,0,237,50.38
6/3/2024,0,S2-SQAS1202,1785.9,100,0,182.06,70.25
6/3/2024,0,S2-SRAT1203,678.15,0,0,318.61,46.92
6/3/2024,0,S2-SRNP1201,1042.91,0,0,827.75,45.14
6/3/2024,0,S2-SROH1201,787.73,0,0,54.55,40.97
6/3/2024,0,S2-SSAJ1202,166.13,0,0,559.23,55.74
6/3/2024,0,S2-SSEW1203,167.33,0,0,430.89,54.83
6/3/2024,0,S2-SSHD7201,10885.09,0,0,63.88,-93.44
6/3/2024,0,S2-SSKP1203,351.95,0,0,86.3,47.51
6/3/2024,0,S2-SSKZ1204,234.96,0,0,849.28,55.97
6/3/2024,0,S2-SSNG1201,273.33,0,0,1244.19,56.06
6/3/2024,0,S2-STAY1203,358.49,100,0,551.19,93.13
6/3/2024,0,S2-STDM1202,283.86,0,0,714.83,54.9
6/3/2024,0,S2-STHA1203,176.8,0,0,1183.68,57.29
6/3/2024,0,S2-STMK7201,609.78,0,0,526.83,49.63
6/3/2024,0,S2-SUMK1201,1091.47,25,0,1034.51,54.91
6/3/2024,0,S2-SWNS1205,351.47,0,0,778.92,54.22
5/3/2024,23,C1-CBPU1202,82.03,0,0,28.15,49.72
5/3/2024,23,C1-CHAV1203,1208.12,0,0,44.63,35.12
5/3/2024,23,C1-CKAM1202,331.37,0,0,79.04,47.63
5/3/2024,23,C1-CKHN1202,878.48,100,0,702.58,86.92
5/3/2024,23,C1-CKRK1202,136.81,0,0,55.8,49.68
5/3/2024,23,C1-CLHE1207,375.02,0,0,655.2,53.44
5/3/2024,23,C1-CLHE1210,577.96,0,0,631.84,50.63
5/3/2024,23,C1-CLHE1229,579.44,100,0,337.84,88.45
5/3/2024,23,C1-CLHE1234,715.58,100,0,405.65,87.3
5/3/2024,23,C1-CLHE1235,803.62,0,0,475.59,46.7
5/3/2024,23,C1-CLHE1238,324.07,100,0,1171.56,95.32
5/3/2024,23,C1-CLHE1239,533.07,100,0,621.06,91.18
5/3/2024,23,C1-CLHE1242,369.1,100,0,530.21,92.86
5/3/2024,23,C1-CLHE1244,202.31,100,0,559.47,95.26
5/3/2024,23,C1-CLHE1245,481.05,0,0,483.28,51.05
5/3/2024,23,C1-CNKN1201,1063.84,0,0,269.62,41.18
5/3/2024,23,C1-COKR1204,306.99,0,0,881.69,55.09
5/3/2024,23,C1-CRKH1202,336.67,100,0,291.78,91.15
5/3/2024,23,C1-CSRA1207,705.3,100,0,280.82,86.1
5/3/2024,23,C1-CSWL1208,343.86,82.93,0,1347.28,88.37
5/3/2024,23,C1-CSWL1209,288.77,0,0,586.95,54.26
5/3/2024,23,C1-FARW1204,305.86,0,0,1050.06,55.41
5/3/2024,23,C1-FBRW1202,169.4,100,0,838.28,96.81
5/3/2024,23,C1-FCCW1202,839.17,0,0,348.93,45.11
5/3/2024,23,C1-FKSW1201,422.92,0,0,83.61,46.51
5/3/2024,23,C1-FPKT1202,269.15,0,0,841.22,55.49
5/3/2024,23,C2-CSFD1202,642.47,0,0,38.49,42.51
5/3/2024,23,C2-FBHL1203,247.65,0,0,773.83,55.58
5/3/2024,23,C2-FBHR1203,261.65,94.74,0,673.34,92.93
5/3/2024,23,C2-FCHN1204,492.23,100,0,1335.94,93.21
5/3/2024,23,C2-FCHN1205,1017.82,100,0,475.81,83.84
5/3/2024,23,C2-FFSD1210,1113.86,0,0,881.53,44.33
5/3/2024,23,C2-FFSD1212,403.47,0,0,1149.58,54.24
5/3/2024,23,C2-FFSD1213,247.63,0,0,859.07,55.82
5/3/2024,23,C2-FFSD1214,496.57,100,0,669.28,91.88
5/3/2024,23,C2-FFSD1219,1504.9,100,0,585.55,78.04
5/3/2024,23,C2-FFSD1220,599.94,100,0,696.65,90.62
5/3/2024,23,C2-FFSD1221,213.22,0,0,747.33,55.96
5/3/2024,23,C2-FJRW1203,348.5,0,0,483.72,52.82
5/3/2024,23,C2-FJRW1204,247.82,0,0,850.31,55.8
5/3/2024,23,C2-FKHB1205,774.83,100,0,2615.83,89.66
5/3/2024,23,C2-FKML7201,264.51,0,0,75.2,48.43
5/3/2024,23,C2-FKMN7201,387.06,100,0,1996.41,94.8
5/3/2024,23,C2-FMNW1206,761.89,94.87,0,474.18,85.19
5/3/2024,23,C2-FPML1201,506.66,100,0,1899.44,93.2
5/3/2024,23,C2-FSGD1204,491.79,0,0,977.48,52.82
5/3/2024,23,C2-FSGD1206,922.77,0,0,658.62,46.15
5/3/2024,23,C2-FSGD1209,571.86,0,0,504.51,49.99
5/3/2024,23,C2-FSGL1203,376.37,0,0,823.83,54.02
5/3/2024,23,C2-FSHK1201,1923.46,0,0,273.94,29.77
5/3/2024,23,C2-FSHN1201,369.73,0,0,821.1,54.1
5/3/2024,23,C2-FSMN7202,812.42,0,0,642.23,47.55
5/3/2024,23,C2-FSWI7201,478.46,100,0,762.54,92.47
5/3/2024,23,C2-FTDA1201,1017.54,100,0,797.56,85.39
5/3/2024,23,C2-FTTS1203,799.65,0,0,638.95,47.71
5/3/2024,23,C2-FTTS1204,206.49,0,0,81.47,49.35
5/3/2024,23,C3-FAPR1201,500.25,0,0,1366.12,53.12
5/3/2024,23,C3-FBKR1202,838.87,100,0,310.8,84.69
5/3/2024,23,C3-FBKR1203,701.89,0,0,950.12,49.97
5/3/2024,23,C3-FBWP1201,637.84,0,0,520.76,49.22
5/3/2024,23,C3-FBWP1203,268.46,0,0,858.82,55.55
5/3/2024,23,C3-FCHM4202,599.19,0,0,342.27,48.23
5/3/2024,23,C3-FCKA1202,649.23,0,0,128.06,44.42
5/3/2024,23,C3-FCSS1203,450.83,0,0,647.17,52.4
5/3/2024,23,C3-FDGK1204,972.72,0,0,767,45.9
5/3/2024,23,C3-FDKN1201,898.21,100,0,747.49,86.82
5/3/2024,23,C3-FDNY1201,811.49,0,0,524.57,46.93
